N,S1,S2,relDifer
480201,13.6529,13.6593,0.000463963
480301,13.6531,13.6595,0.000465274
480401,13.6533,13.6597,0.000466645
480501,13.6535,13.6599,0.000467896
480601,13.6537,13.6601,0.000469029
480701,13.6539,13.6603,0.000470221
480801,13.6541,13.6605,0.000471354
480901,13.6543,13.6607,0.000472546
481001,13.6545,13.6609,0.000473797
481101,13.6546,13.6611,0.00047487
481201,13.6548,13.6613,0.000475764
481301,13.655,13.6615,0.000476718
481401,13.6552,13.6617,0.000477612
481501,13.6554,13.6619,0.000478387
481601,13.6556,13.6621,0.000479162
481701,13.6558,13.6623,0.000479937
481801,13.656,13.6625,0.000480711
481901,13.6562,13.6628,0.000481546
482001,13.6564,13.663,0.000482261
482101,13.6566,13.6632,0.000483036
482201,13.6567,13.6634,0.000483692
482301,13.6569,13.6636,0.000484467
482401,13.6571,13.6638,0.000485241
482501,13.6573,13.664,0.000486076
482601,13.6575,13.6642,0.00048697
482701,13.6577,13.6644,0.000487924
482801,13.6579,13.6646,0.000489056
482901,13.6581,13.6648,0.000490069
483001,13.6583,13.665,0.000491083
483101,13.6585,13.6652,0.000492096
483201,13.6587,13.6654,0.000493109
483301,13.6588,13.6656,0.000494301
483401,13.659,13.6658,0.000495434
483501,13.6592,13.666,0.000496566
483601,13.6594,13.6662,0.000497699
483701,13.6596,13.6664,0.000498891
483801,13.6598,13.6666,0.000500023
483901,13.66,13.6668,0.000501156
484001,13.6602,13.667,0.000502348
484101,13.6604,13.6672,0.00050354
484201,13.6606,13.6675,0.000504673
484301,13.6607,13.6677,0.000505805
484401,13.6609,13.6679,0.000506938
484501,13.6611,13.6681,0.00050801
484601,13.6613,13.6683,0.000509202
484701,13.6615,13.6685,0.000510216
484801,13.6617,13.6687,0.000511408
484901,13.6619,13.6689,0.0005126
485001,13.6621,13.6691,0.000513732
485101,13.6623,13.6693,0.000514865
485201,13.6625,13.6695,0.000515997
485301,13.6627,13.6697,0.00051713
485401,13.6628,13.6699,0.000518262
485501,13.663,13.6701,0.000519454
485601,13.6632,13.6703,0.000520647
485701,13.6634,13.6706,0.000521898
485801,13.6636,13.6708,0.00052315
485901,13.6638,13.671,0.000524402
486001,13.664,13.6712,0.000525534
486101,13.6642,13.6714,0.000526726
486201,13.6644,13.6716,0.000527978
486301,13.6646,13.6718,0.00052917
486401,13.6648,13.672,0.000530422
486501,13.6649,13.6722,0.000531614
486601,13.6651,13.6724,0.000532806
486701,13.6653,13.6726,0.000534058
486801,13.6655,13.6728,0.000535309
486901,13.6657,13.673,0.000536501
487001,13.6659,13.6732,0.000537515
487101,13.6661,13.6735,0.000538647
487201,13.6663,13.6737,0.00053966
487301,13.6665,13.6739,0.000540733
487401,13.6667,13.6741,0.000541806
487501,13.6669,13.6743,0.000542998
487601,13.667,13.6745,0.00054425
487701,13.6672,13.6747,0.000545442
487801,13.6674,13.6749,0.000546694
487901,13.6676,13.6751,0.000548124
488001,13.6678,13.6753,0.000549555
488101,13.668,13.6755,0.000550866
488201,13.6682,13.6757,0.000551999
488301,13.6684,13.6759,0.00055325
488401,13.6686,13.6762,0.000554502
488501,13.6688,13.6764,0.000555694
488601,13.669,13.6766,0.000556886
488701,13.6691,13.6768,0.000558019
488801,13.6693,13.677,0.00055927
488901,13.6695,13.6772,0.000560462
489001,13.6697,13.6774,0.000561714
489101,13.6699,13.6776,0.000562847
489201,13.6701,13.6778,0.00056392
489301,13.6703,13.678,0.000565052
489401,13.6705,13.6782,0.000566125
489501,13.6707,13.6784,0.000567257
489601,13.6709,13.6786,0.000568271
489701,13.671,13.6788,0.000569165
489801,13.6712,13.679,0.000569999
489901,13.6714,13.6792,0.000570893
490001,13.6716,13.6794,0.000571907
490101,13.6718,13.6796,0.000572979
490201,13.672,13.6799,0.000573933
490301,13.6722,13.6801,0.000575006
490401,13.6724,13.6803,0.0005759
490501,13.6726,13.6805,0.000576496
490601,13.6728,13.6807,0.000577152
490701,13.673,13.6809,0.000577748
490801,13.6731,13.6811,0.000578284
490901,13.6733,13.6813,0.000579
491001,13.6735,13.6815,0.000579596
491101,13.6737,13.6817,0.00058037
491201,13.6739,13.6819,0.000581026
491301,13.6741,13.6821,0.000581801
491401,13.6743,13.6823,0.000582516
491501,13.6745,13.6825,0.000583351
491601,13.6747,13.6827,0.000584066
491701,13.6749,13.6829,0.000584841
491801,13.6751,13.6831,0.000585675
491901,13.6752,13.6833,0.000586569
492001,13.6754,13.6835,0.000587463
492101,13.6756,13.6837,0.000588298
492201,13.6758,13.6839,0.000589192
492301,13.676,13.6841,0.000590026
492401,13.6762,13.6843,0.000590861
492501,13.6764,13.6845,0.000591397
492601,13.6766,13.6847,0.000591993
492701,13.6768,13.6849,0.00059253
492801,13.677,13.6851,0.000593126
492901,13.6772,13.6853,0.000593662
493001,13.6773,13.6855,0.000594199
493101,13.6775,13.6857,0.000594974
493201,13.6777,13.6859,0.000595808
493301,13.6779,13.6861,0.000596642
493401,13.6781,13.6863,0.000597358
493501,13.6783,13.6865,0.000598192
493601,13.6785,13.6867,0.000598967
493701,13.6787,13.6869,0.000599742
493801,13.6789,13.6871,0.000600398
493901,13.6791,13.6873,0.000601232
494001,13.6792,13.6875,0.000602186
494101,13.6794,13.6877,0.000603139
494201,13.6796,13.6879,0.000604212
494301,13.6798,13.6881,0.000605166
494401,13.68,13.6883,0.00060612
494501,13.6802,13.6885,0.000607073
494601,13.6804,13.6887,0.000608087
494701,13.6806,13.6889,0.00060904
494801,13.6808,13.6891,0.000609994
494901,13.681,13.6893,0.000610948
495001,13.6812,13.6895,0.00061202
495101,13.6813,13.6897,0.000612974
495201,13.6815,13.6899,0.000613928
495301,13.6817,13.6901,0.000614882
495401,13.6819,13.6904,0.000615895
495501,13.6821,13.6906,0.00061667
495601,13.6823,13.6908,0.000617504
495701,13.6825,13.691,0.000618339
495801,13.6827,13.6912,0.000619233
495901,13.6829,13.6914,0.000620067
496001,13.6831,13.6916,0.000620663
496101,13.6833,13.6918,0.000621259
496201,13.6834,13.692,0.000621915
496301,13.6836,13.6922,0.000622749
496401,13.6838,13.6924,0.000623584
496501,13.684,13.6926,0.000624418
496601,13.6842,13.6928,0.000625253
496701,13.6844,13.693,0.000626147
496801,13.6846,13.6932,0.000627041
496901,13.6848,13.6934,0.000627875
497001,13.685,13.6936,0.00062865
497101,13.6852,13.6938,0.000629425
497201,13.6854,13.694,0.00063026
497301,13.6855,13.6942,0.000631094
497401,13.6857,13.6944,0.000631928
497501,13.6859,13.6946,0.000632763
497601,13.6861,13.6948,0.000633538
497701,13.6863,13.695,0.000634372
497801,13.6865,13.6952,0.000635207
497901,13.6867,13.6954,0.000636101
498001,13.6869,13.6956,0.000637174
498101,13.6871,13.6958,0.000638127
498201,13.6873,13.696,0.000638843
498301,13.6875,13.6962,0.000639677
498401,13.6876,13.6964,0.000640571
498501,13.6878,13.6966,0.000641346
498601,13.688,13.6968,0.000642121
498701,13.6882,13.697,0.000642776
498801,13.6884,13.6972,0.000643432
498901,13.6886,13.6974,0.000643969
499001,13.6888,13.6976,0.000644505
499101,13.689,13.6978,0.000645041
499201,13.6892,13.698,0.000645578
499301,13.6894,13.6982,0.000646234
499401,13.6895,13.6984,0.00064677
499501,13.6897,13.6986,0.000647306
499601,13.6899,13.6988,0.000648022
499701,13.6901,13.699,0.000648677
499801,13.6903,13.6992,0.000649393
499901,13.6905,13.6994,0.000650048
500001,13.6907,13.6996,0.000650764
500101,13.6909,13.6998,0.000651479
500201,13.6911,13.7,0.000652194
500301,13.6913,13.7002,0.000652969
500401,13.6915,13.7004,0.000653625
500501,13.6916,13.7006,0.00065434
500601,13.6918,13.7008,0.000654995
500701,13.692,13.701,0.00065577
500801,13.6922,13.7012,0.000656486
500901,13.6924,13.7014,0.00065732
501001,13.6926,13.7016,0.000658154
501101,13.6928,13.7018,0.000658989
501201,13.693,13.702,0.000659704
501301,13.6932,13.7022,0.000660181
501401,13.6934,13.7024,0.000660658
501501,13.6936,13.7026,0.000661135
501601,13.6937,13.7028,0.000661612
501701,13.6939,13.703,0.000662148
501801,13.6941,13.7032,0.000662625
501901,13.6943,13.7034,0.000663161
502001,13.6945,13.7036,0.000663757
502101,13.6947,13.7038,0.000664353
502201,13.6949,13.704,0.00066489
502301,13.6951,13.7042,0.000665367
502401,13.6953,13.7044,0.000665843
502501,13.6955,13.7046,0.00066638
502601,13.6957,13.7048,0.000666916
502701,13.6958,13.705,0.000667453
502801,13.696,13.7052,0.000668108
502901,13.6962,13.7054,0.000668764
503001,13.6964,13.7056,0.000669479
503101,13.6966,13.7058,0.000670075
503201,13.6968,13.706,0.000670731
503301,13.697,13.7062,0.000671387
503401,13.6972,13.7064,0.000671923
503501,13.6974,13.7066,0.000672519
503601,13.6976,13.7068,0.000673115
503701,13.6978,13.707,0.000673711
503801,13.6979,13.7072,0.000674307
503901,13.6981,13.7074,0.000674963
504001,13.6983,13.7076,0.000675321
504101,13.6985,13.7078,0.000675678
504201,13.6987,13.708,0.000676036
504301,13.6989,13.7082,0.000676274
504401,13.6991,13.7084,0.000676632
504501,13.6993,13.7086,0.00067699
504601,13.6995,13.7088,0.000677347
504701,13.6997,13.7089,0.000677705
504801,13.6998,13.7091,0.000678122
504901,13.7,13.7093,0.00067848
505001,13.7002,13.7095,0.000678837
505101,13.7004,13.7097,0.000679255
505201,13.7006,13.7099,0.000679672
505301,13.7008,13.7101,0.000680149
505401,13.701,13.7103,0.000680625
505501,13.7012,13.7105,0.000681102
505601,13.7014,13.7107,0.000681579
505701,13.7016,13.7109,0.000682056
505801,13.7018,13.7111,0.000682533
505901,13.7019,13.7113,0.00068295
506001,13.7021,13.7115,0.000683308
506101,13.7023,13.7117,0.000683844
506201,13.7025,13.7119,0.00068444
506301,13.7027,13.7121,0.000685036
506401,13.7029,13.7123,0.000685692
506501,13.7031,13.7125,0.000686288
506601,13.7033,13.7127,0.000686884
506701,13.7035,13.7129,0.00068748
506801,13.7037,13.7131,0.000688076
506901,13.7039,13.7133,0.000688672
507001,13.704,13.7135,0.000689328
507101,13.7042,13.7137,0.000689864
507201,13.7044,13.7139,0.00069046
507301,13.7046,13.7141,0.000691175
507401,13.7048,13.7143,0.000691772
507501,13.705,13.7145,0.000692427
507601,13.7052,13.7147,0.000692844
507701,13.7054,13.7149,0.000693202
507801,13.7056,13.7151,0.00069356
507901,13.7058,13.7153,0.000693798
508001,13.706,13.7155,0.000694096
508101,13.7061,13.7157,0.000694394
508201,13.7063,13.7159,0.000694752
508301,13.7065,13.7161,0.00069499
508401,13.7067,13.7163,0.000695407
508501,13.7069,13.7165,0.000695825
508601,13.7071,13.7166,0.000696242
508701,13.7073,13.7168,0.000696659
508801,13.7075,13.717,0.000696898
508901,13.7077,13.7172,0.000697255
509001,13.7079,13.7174,0.000697613
509101,13.7081,13.7176,0.000697911
509201,13.7082,13.7178,0.000698268
509301,13.7084,13.718,0.000698626
509401,13.7086,13.7182,0.000698864
509501,13.7088,13.7184,0.000699222
509601,13.709,13.7186,0.000699639
509701,13.7092,13.7188,0.000700116
509801,13.7094,13.719,0.000700593
509901,13.7096,13.7192,0.000701129
510001,13.7098,13.7194,0.000701606
510101,13.71,13.7196,0.000702083
510201,13.7101,13.7198,0.00070256
510301,13.7103,13.72,0.000703096
510401,13.7105,13.7202,0.000703633
510501,13.7107,13.7204,0.00070411
510601,13.7109,13.7206,0.000704646
510701,13.7111,13.7208,0.000705183
510801,13.7113,13.721,0.000705838
510901,13.7115,13.7212,0.000706375
511001,13.7117,13.7214,0.000706911
511101,13.7119,13.7216,0.000707507
511201,13.7121,13.7218,0.000707984
511301,13.7122,13.722,0.00070858
511401,13.7124,13.7222,0.000709176
511501,13.7126,13.7224,0.000709772
511601,13.7128,13.7226,0.000710368
511701,13.713,13.7228,0.000711083
511801,13.7132,13.723,0.000711739
511901,13.7134,13.7232,0.000712454
512001,13.7136,13.7234,0.00071311
512101,13.7138,13.7236,0.000713766
512201,13.714,13.7238,0.000714362
512301,13.7142,13.724,0.000714839
512401,13.7143,13.7242,0.000715137
512501,13.7145,13.7243,0.000715077
512601,13.7147,13.7245,0.000715077
512701,13.7149,13.7247,0.000715017
512801,13.7151,13.7249,0.000715017
512901,13.7153,13.7251,0.000715017
513001,13.7155,13.7253,0.000715077
513101,13.7157,13.7255,0.000715017
513201,13.7159,13.7257,0.000715017
513301,13.7161,13.7259,0.000715017
513401,13.7163,13.7261,0.000715017
513501,13.7164,13.7263,0.000715017
513601,13.7166,13.7264,0.000715017
513701,13.7168,13.7266,0.000714958
513801,13.717,13.7268,0.000714958
513901,13.7172,13.727,0.000714958
514001,13.7174,13.7272,0.000714958
514101,13.7176,13.7274,0.000715017
514201,13.7178,13.7276,0.000715077
514301,13.718,13.7278,0.000715077
514401,13.7182,13.728,0.000715077
514501,13.7184,13.7282,0.000715256
514601,13.7185,13.7284,0.000715494
514701,13.7187,13.7286,0.000715792
514801,13.7189,13.7288,0.00071609
514901,13.7191,13.7289,0.000716448
515001,13.7193,13.7291,0.000716746
515101,13.7195,13.7293,0.000717044
515201,13.7197,13.7295,0.000717342
515301,13.7199,13.7297,0.00071764
515401,13.7201,13.7299,0.000718057
515501,13.7203,13.7301,0.000718594
515601,13.7204,13.7303,0.000719011
515701,13.7206,13.7305,0.000719428
515801,13.7208,13.7307,0.000719786
515901,13.721,13.7309,0.000720203
516001,13.7212,13.7311,0.000720501
516101,13.7214,13.7313,0.000720799
516201,13.7216,13.7315,0.000720978
516301,13.7218,13.7317,0.000721157
516401,13.722,13.7319,0.000721455
516501,13.7222,13.7321,0.000721693
516601,13.7224,13.7323,0.000721991
516701,13.7225,13.7325,0.000722289
516801,13.7227,13.7327,0.000722587
516901,13.7229,13.7329,0.000722766
517001,13.7231,13.733,0.000723004
517101,13.7233,13.7332,0.000722945
517201,13.7235,13.7334,0.000722885
517301,13.7237,13.7336,0.000722766
517401,13.7239,13.7338,0.000722647
517501,13.7241,13.734,0.000722647
517601,13.7243,13.7342,0.000722647
517701,13.7245,13.7344,0.000722706
517801,13.7246,13.7346,0.000722706
517901,13.7248,13.7348,0.000722766
518001,13.725,13.735,0.000722766
518101,13.7252,13.7351,0.000722826
518201,13.7254,13.7353,0.000722885
518301,13.7256,13.7355,0.000722945
518401,13.7258,13.7357,0.000723004
518501,13.726,13.7359,0.000723124
518601,13.7262,13.7361,0.000723183
518701,13.7264,13.7363,0.000723243
518801,13.7266,13.7365,0.000723362
518901,13.7267,13.7367,0.000723541
519001,13.7269,13.7369,0.00072372
519101,13.7271,13.7371,0.000723898
519201,13.7273,13.7373,0.000724018
519301,13.7275,13.7375,0.000724077
519401,13.7277,13.7376,0.000724077
519501,13.7279,13.7378,0.000724196
519601,13.7281,13.738,0.000724316
519701,13.7283,13.7382,0.000724435
519801,13.7285,13.7384,0.000724614
519901,13.7287,13.7386,0.000724792
520001,13.7288,13.7388,0.000724971
520101,13.729,13.739,0.00072521
520201,13.7292,13.7392,0.000725448
520301,13.7294,13.7394,0.000725687
520401,13.7296,13.7396,0.000725925
520501,13.7298,13.7398,0.000726104
520601,13.73,13.74,0.000726283
520701,13.7302,13.7402,0.000726521
520801,13.7304,13.7404,0.000726759
520901,13.7306,13.7405,0.000726998
521001,13.7307,13.7407,0.000726998
521101,13.7309,13.7409,0.000727117
521201,13.7311,13.7411,0.000727177
521301,13.7313,13.7413,0.000727415
521401,13.7315,13.7415,0.000727594
521501,13.7317,13.7417,0.000727773
521601,13.7319,13.7419,0.000728071
521701,13.7321,13.7421,0.00072825
521801,13.7323,13.7423,0.000728369
521901,13.7325,13.7425,0.000728607
522001,13.7327,13.7427,0.000728846
522101,13.7328,13.7429,0.000729084
522201,13.733,13.7431,0.000729263
522301,13.7332,13.7433,0.000729382
522401,13.7334,13.7434,0.000729442
522501,13.7336,13.7436,0.000729442
522601,13.7338,13.7438,0.000729501
522701,13.734,13.744,0.000729382
522801,13.7342,13.7442,0.000729322
522901,13.7344,13.7444,0.000729263
523001,13.7346,13.7446,0.000729263
523101,13.7348,13.7448,0.000729203
523201,13.7349,13.745,0.000729203
523301,13.7351,13.7452,0.000729263
523401,13.7353,13.7454,0.000729322
523501,13.7355,13.7455,0.000729382
523601,13.7357,13.7457,0.000729442
523701,13.7359,13.7459,0.000729561
523801,13.7361,13.7461,0.00072974
523901,13.7363,13.7463,0.000729918
524001,13.7365,13.7465,0.000730097
524101,13.7367,13.7467,0.000730336
524201,13.7369,13.7469,0.000730455
524301,13.737,13.7471,0.000730217
524401,13.7372,13.7473,0.000729978
524501,13.7374,13.7475,0.000729918
524601,13.7376,13.7476,0.000729859
524701,13.7378,13.7478,0.00072974
524801,13.738,13.748,0.00072968
524901,13.7382,13.7482,0.00072968
525001,13.7384,13.7484,0.00072962
525101,13.7386,13.7486,0.000729561
525201,13.7388,13.7488,0.000729442
525301,13.7389,13.749,0.000729382
525401,13.7391,13.7492,0.000729322
525501,13.7393,13.7494,0.000729322
525601,13.7395,13.7495,0.000729263
525701,13.7397,13.7497,0.000729263
525801,13.7399,13.7499,0.000729263
525901,13.7401,13.7501,0.000729203
526001,13.7403,13.7503,0.000729263
526101,13.7405,13.7505,0.000729322
526201,13.7407,13.7507,0.000729322
526301,13.7409,13.7509,0.000729263
526401,13.741,13.7511,0.000729203
526501,13.7412,13.7513,0.000728965
526601,13.7414,13.7515,0.000728786
526701,13.7416,13.7516,0.000728607
526801,13.7418,13.7518,0.000728369
526901,13.742,13.752,0.00072813
527001,13.7422,13.7522,0.000727713
527101,13.7424,13.7524,0.000727355
527201,13.7426,13.7526,0.000726998
527301,13.7428,13.7528,0.000726819
527401,13.743,13.7529,0.0007267
527501,13.7431,13.7531,0.000726581
527601,13.7433,13.7533,0.000726461
527701,13.7435,13.7535,0.000726461
527801,13.7437,13.7537,0.000726461
527901,13.7439,13.7539,0.000726461
528001,13.7441,13.7541,0.000726461
528101,13.7443,13.7543,0.000726461
528201,13.7445,13.7545,0.000726402
528301,13.7447,13.7547,0.000726342
528401,13.7449,13.7549,0.000726283
528501,13.7451,13.755,0.000726283
528601,13.7452,13.7552,0.000726223
528701,13.7454,13.7554,0.000726104
528801,13.7456,13.7556,0.000725865
528901,13.7458,13.7558,0.000725687
529001,13.746,13.756,0.000725448
529101,13.7462,13.7562,0.00072521
529201,13.7464,13.7564,0.000724971
529301,13.7466,13.7565,0.000724733
529401,13.7468,13.7567,0.000724494
529501,13.747,13.7569,0.000724435
529601,13.7472,13.7571,0.000724375
529701,13.7473,13.7573,0.000724256
529801,13.7475,13.7575,0.000724196
529901,13.7477,13.7577,0.000723898
530001,13.7479,13.7579,0.0007236
530101,13.7481,13.7581,0.000723183
530201,13.7483,13.7582,0.000722766
530301,13.7485,13.7584,0.000722349
530401,13.7487,13.7586,0.000721991
530501,13.7489,13.7588,0.000721633
530601,13.7491,13.759,0.000721276
530701,13.7492,13.7592,0.000720918
530801,13.7494,13.7594,0.00072062
530901,13.7496,13.7595,0.000720322
531001,13.7498,13.7597,0.000720024
531101,13.75,13.7599,0.000719786
531201,13.7502,13.7601,0.000719488
531301,13.7504,13.7603,0.00071919
531401,13.7506,13.7605,0.000718892
531501,13.7508,13.7607,0.000718534
531601,13.751,13.7608,0.000718176
531701,13.7512,13.761,0.000717878
531801,13.7513,13.7612,0.000717521
531901,13.7515,13.7614,0.000717163
532001,13.7517,13.7616,0.000716925
532101,13.7519,13.7618,0.000716686
532201,13.7521,13.762,0.000716388
532301,13.7523,13.7622,0.000716209
532401,13.7525,13.7623,0.000715911
532501,13.7527,13.7625,0.000715673
532601,13.7529,13.7627,0.000715375
532701,13.7531,13.7629,0.000715196
532801,13.7533,13.7631,0.000714958
532901,13.7534,13.7633,0.000714779
533001,13.7536,13.7635,0.00071466
533101,13.7538,13.7637,0.000714421
533201,13.754,13.7638,0.000714302
533301,13.7542,13.764,0.000714064
533401,13.7544,13.7642,0.000713944
533501,13.7546,13.7644,0.000713944
533601,13.7548,13.7646,0.000713885
533701,13.755,13.7648,0.000713944
533801,13.7552,13.765,0.000713944
533901,13.7554,13.7652,0.000713885
534001,13.7555,13.7654,0.000713885
534101,13.7557,13.7656,0.000713766
534201,13.7559,13.7657,0.000713646
534301,13.7561,13.7659,0.000713468
534401,13.7563,13.7661,0.000713348
534501,13.7565,13.7663,0.000713289
534601,13.7567,13.7665,0.000713229
534701,13.7569,13.7667,0.000713408
534801,13.7571,13.7669,0.000713468
534901,13.7573,13.7671,0.000713587
535001,13.7575,13.7673,0.000713706
535101,13.7576,13.7675,0.000713766
535201,13.7578,13.7677,0.000713825
535301,13.758,13.7679,0.000713825
535401,13.7582,13.768,0.000713646
535501,13.7584,13.7682,0.000713587
535601,13.7586,13.7684,0.000713527
535701,13.7588,13.7686,0.000713408
535801,13.759,13.7688,0.000713408
535901,13.7592,13.769,0.000713348
536001,13.7594,13.7692,0.000713348
536101,13.7595,13.7694,0.000713229
536201,13.7597,13.7696,0.00071317
536301,13.7599,13.7697,0.000712991
536401,13.7601,13.7699,0.000712872
536501,13.7603,13.7701,0.000712633
536601,13.7605,13.7703,0.000712276
536701,13.7607,13.7705,0.000711918
536801,13.7609,13.7707,0.000711679
536901,13.7611,13.7709,0.000711381
537001,13.7613,13.7711,0.000711143
537101,13.7615,13.7712,0.000710905
537201,13.7616,13.7714,0.000710487
537301,13.7618,13.7716,0.00071007
537401,13.762,13.7718,0.000709593
537501,13.7622,13.772,0.000708997
537601,13.7624,13.7722,0.000708401
537701,13.7626,13.7723,0.000707805
537801,13.7628,13.7725,0.000707269
537901,13.763,13.7727,0.000706792
538001,13.7632,13.7729,0.000706196
538101,13.7634,13.7731,0.000705659
538201,13.7636,13.7733,0.000705063
538301,13.7637,13.7734,0.000704527
538401,13.7639,13.7736,0.000703931
538501,13.7641,13.7738,0.000703394
538601,13.7643,13.774,0.000702798
538701,13.7645,13.7742,0.000702262
538801,13.7647,13.7744,0.000701785
538901,13.7649,13.7745,0.000701129
539001,13.7651,13.7747,0.000700593
539101,13.7653,13.7749,0.000699759
539201,13.7655,13.7751,0.000698924
539301,13.7657,13.7753,0.000698149
539401,13.7658,13.7754,0.000697255
539501,13.766,13.7756,0.000696421
539601,13.7662,13.7758,0.000695646
539701,13.7664,13.776,0.000694811
539801,13.7666,13.7762,0.000694275
539901,13.7668,13.7764,0.000693798
540001,13.767,13.7765,0.000693262
540101,13.7672,13.7767,0.000692785
540201,13.7674,13.7769,0.000692248
540301,13.7676,13.7771,0.000691712
540401,13.7678,13.7773,0.000691295
540501,13.7679,13.7775,0.000690877
540601,13.7681,13.7776,0.00069046
540701,13.7683,13.7778,0.000689983
540801,13.7685,13.778,0.000689626
540901,13.7687,13.7782,0.000689268
541001,13.7689,13.7784,0.000688851
541101,13.7691,13.7786,0.000688434
541201,13.7693,13.7788,0.000687957
541301,13.7695,13.7789,0.00068754
541401,13.7697,13.7791,0.000687122
541501,13.7698,13.7793,0.000686705
541601,13.77,13.7795,0.000686228
541701,13.7702,13.7797,0.000685811
541801,13.7704,13.7799,0.000685394
541901,13.7706,13.7801,0.000684917
542001,13.7708,13.7802,0.000684381
542101,13.771,13.7804,0.000683844
542201,13.7712,13.7806,0.000683248
542301,13.7714,13.7808,0.000682712
542401,13.7716,13.781,0.000682116
542501,13.7718,13.7811,0.000681579
542601,13.7719,13.7813,0.000680923
542701,13.7721,13.7815,0.000680327
542801,13.7723,13.7817,0.000679731
542901,13.7725,13.7819,0.000679195
543001,13.7727,13.7821,0.000678599
543101,13.7729,13.7822,0.000678062
543201,13.7731,13.7824,0.000677466
543301,13.7733,13.7826,0.00067693
543401,13.7735,13.7828,0.000676334
543501,13.7737,13.783,0.000675797
543601,13.7739,13.7832,0.000675321
543701,13.774,13.7833,0.000674725
543801,13.7742,13.7835,0.000674248
543901,13.7744,13.7837,0.000673831
544001,13.7746,13.7839,0.000673354
544101,13.7748,13.7841,0.000672758
544201,13.775,13.7843,0.000672281
544301,13.7752,13.7844,0.000671804
544401,13.7754,13.7846,0.000671268
544501,13.7756,13.7848,0.000670791
544601,13.7758,13.785,0.000670254
544701,13.776,13.7852,0.000669718
544801,13.7761,13.7854,0.000669241
544901,13.7763,13.7856,0.000668705
545001,13.7765,13.7857,0.000668287
545101,13.7767,13.7859,0.00066781
545201,13.7769,13.7861,0.000667334
545301,13.7771,13.7863,0.000666916
545401,13.7773,13.7865,0.00066644
545501,13.7775,13.7867,0.000666022
545601,13.7777,13.7868,0.000665605
545701,13.7779,13.787,0.000665069
545801,13.7781,13.7872,0.000664592
545901,13.7782,13.7874,0.000664175
546001,13.7784,13.7876,0.000663698
546101,13.7786,13.7878,0.00066334
546201,13.7788,13.788,0.000663102
546301,13.779,13.7881,0.000662982
546401,13.7792,13.7883,0.000662863
546501,13.7794,13.7885,0.000662684
546601,13.7796,13.7887,0.000662506
546701,13.7798,13.7889,0.000662327
546801,13.78,13.7891,0.000662088
546901,13.7801,13.7893,0.00066185
547001,13.7803,13.7895,0.000661671
547101,13.7805,13.7897,0.000661433
547201,13.7807,13.7898,0.000661373
547301,13.7809,13.79,0.000661194
547401,13.7811,13.7902,0.000661135
547501,13.7813,13.7904,0.000661075
547601,13.7815,13.7906,0.000660956
547701,13.7817,13.7908,0.000660896
547801,13.7819,13.791,0.000660598
547901,13.7821,13.7912,0.000660241
548001,13.7822,13.7913,0.000659823
548101,13.7824,13.7915,0.000659466
548201,13.7826,13.7917,0.000659168
548301,13.7828,13.7919,0.000658929
548401,13.783,13.7921,0.000658572
548501,13.7832,13.7923,0.000658214
548601,13.7834,13.7925,0.000657618
548701,13.7836,13.7926,0.000657082
548801,13.7838,13.7928,0.000656486
548901,13.784,13.793,0.00065589
549001,13.7842,13.7932,0.000655115
549101,13.7843,13.7934,0.00065434
549201,13.7845,13.7935,0.000653446
549301,13.7847,13.7937,0.000652552
549401,13.7849,13.7939,0.000651598
549501,13.7851,13.7941,0.000650644
549601,13.7853,13.7943,0.000649393
549701,13.7855,13.7944,0.000648201
549801,13.7857,13.7946,0.000647008
549901,13.7859,13.7948,0.000645816
550001,13.7861,13.795,0.000644684
550101,13.7863,13.7951,0.000643551
550201,13.7864,13.7953,0.000642359
550301,13.7866,13.7955,0.000641227
550401,13.7868,13.7957,0.000640154
550501,13.787,13.7958,0.000639021
550601,13.7872,13.796,0.000638068
550701,13.7874,13.7962,0.000637054
550801,13.7876,13.7964,0.000636101
550901,13.7878,13.7965,0.000635087
551001,13.788,13.7967,0.000634134
551101,13.7882,13.7969,0.000633299
551201,13.7884,13.7971,0.000632524
551301,13.7885,13.7973,0.00063169
551401,13.7887,13.7974,0.000630856
551501,13.7889,13.7976,0.000630021
551601,13.7891,13.7978,0.000629246
551701,13.7893,13.798,0.000628412
551801,13.7895,13.7982,0.000627577
551901,13.7897,13.7983,0.000626683
552001,13.7899,13.7985,0.000625849
552101,13.7901,13.7987,0.000624895
552201,13.7903,13.7989,0.000624061
552301,13.7904,13.799,0.000623345
552401,13.7906,13.7992,0.000622451
552501,13.7908,13.7994,0.000621617
552601,13.791,13.7996,0.000620782
552701,13.7912,13.7998,0.000620008
552801,13.7914,13.7999,0.000619173
552901,13.7916,13.8001,0.000618458
553001,13.7918,13.8003,0.000617802
553101,13.792,13.8005,0.000617027
553201,13.7922,13.8007,0.000616252
553301,13.7924,13.8008,0.000615478
553401,13.7925,13.801,0.000614643
553501,13.7927,13.8012,0.000613868
553601,13.7929,13.8014,0.000613034
553701,13.7931,13.8016,0.000612259
553801,13.7933,13.8017,0.000611544
553901,13.7935,13.8019,0.000610769
554001,13.7937,13.8021,0.000609994
554101,13.7939,13.8023,0.000609219
554201,13.7941,13.8025,0.000608504
554301,13.7943,13.8027,0.000607967
554401,13.7945,13.8028,0.000607312
554501,13.7946,13.803,0.000606716
